object_name,schema_name,object_type,error_type,error_message,timestamp
arc_biomed_gender_race,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""CREATE"" in context "".arc_biomed_gender_race AS 
-- mktg_ops_vws.arc_biomed_gender_race source



CREATE"", at line 6, column 1
LINE 6: CREATE OR REPLACE VIEW mktg_ops_vws.arc_biomed_gender_race
        ^",2025-12-09 13:33:28
arc_biomed_smry,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:33:29
arc_biomed_txn,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:33:30
bzfc_cnst_cdi_phss_email_prfl,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:33:54
bzfc_cnst_fr_prfr_flags,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""create"" in context "".bzfc_cnst_fr_prfr_flags AS 
-- mktg_ops_vws.bzfc_cnst_fr_prfr_flags source







create"", at line 10, column 1
LINE 10: create or replace view 
         ^",2025-12-09 13:33:55
bzfc_comnictn_src,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:33:56
bzfc_fr_cnst_in_blood_region,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""create"" in context "".bzfc_fr_cnst_in_blood_region AS 
-- mktg_ops_vws.bzfc_fr_cnst_in_blood_region source

/* View mktg_ops_vws.bzfc_fr_cnst_in_blood_region  */

create"", at line 6, column 1
LINE 6: create or REPLACE VIEW
        ^",2025-12-09 13:34:14
bzfc_fsa_cnst_indv_chrctrs2,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""create"" in context "".bzfc_fsa_cnst_indv_chrctrs2 AS 
-- mktg_ops_vws.bzfc_fsa_cnst_indv_chrctrs2 source



create"", at line 6, column 1
LINE 6: create or REPLACE VIEW 
        ^",2025-12-09 13:34:17
bzfc_fsa_cnst_org_chrctrs2,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""create"" in context "".bzfc_fsa_cnst_org_chrctrs2 AS 
-- mktg_ops_vws.bzfc_fsa_cnst_org_chrctrs2 source



create"", at line 6, column 1
LINE 6: create or REPLACE VIEW 
        ^",2025-12-09 13:34:19
bzfc_fsa_cnst_org_cntct_prefc,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""create"" in context "".bzfc_fsa_cnst_org_cntct_prefc AS 
-- mktg_ops_vws.bzfc_fsa_cnst_org_cntct_prefc source



/* **************************mktg_ops_vws.bzfc_fsa_cnst_org_cntct_prefc sql************************** */

create"", at line 8, column 1
LINE 8: create or REPLACE VIEW 
        ^",2025-12-09 13:34:20
bzfc_prospect_pt_scr_fin,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""create"" in context "".bzfc_prospect_pt_scr_fin AS 
-- mktg_ops_vws.bzfc_prospect_pt_scr_fin source



create"", at line 6, column 1
LINE 6: create or REPLACE VIEW
        ^",2025-12-09 13:34:26
bzfc_prospect_pt_scr_nonfin,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""create"" in context "".bzfc_prospect_pt_scr_nonfin AS 
-- mktg_ops_vws.bzfc_prospect_pt_scr_nonfin source



create"", at line 6, column 1
LINE 6: create or REPLACE VIEW
        ^",2025-12-09 13:34:27
bzfc_sms_bio_prfl,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""CREATE"" in context "".bzfc_sms_bio_prfl AS 
--drop view mktg_ops_vws.bzfc_sms_bio_prfl;

CREATE"", at line 4, column 1
LINE 4: CREATE OR REPLACE VIEW mktg_ops_vws.bzfc_sms_bio_prfl
        ^",2025-12-09 13:34:28
bzf_cem_cnst_opt_outs,mktg_ops_vws,view,PERMISSION_ERROR,must be owner of relation bzf_cem_cnst_opt_outs,2025-12-09 13:34:48
bzf_cnst_chrctrstc_simio,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""CREATE"" in context "".bzf_cnst_chrctrstc_simio AS 
-- drop view mktg_ops_vws.bzf_cnst_chrctrstc_simio



CREATE"", at line 6, column 1
LINE 6: CREATE OR REPLACE VIEW mods_bi.mktg_ops_vws.bzf_cnst_chrctrs...
        ^",2025-12-09 13:34:53
bzf_prospect_pt_scr,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""create"" in context "".bzf_prospect_pt_scr AS 
-- mktg_ops_vws.bzf_prospect_pt_scr source



create"", at line 6, column 1
LINE 6: create or REPLACE VIEW
        ^",2025-12-09 13:34:57
bzl_cnst_mstr_fsa_acct_cntct,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""create"" in context "".bzl_cnst_mstr_fsa_acct_cntct AS 
-- mktg_ops_vws.bzl_cnst_mstr_fsa_acct_cntct source



create"", at line 6, column 1
LINE 6: create or replace VIEW
        ^",2025-12-09 13:34:59
bz_adb_arcbitlyreturn,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:35:02
bz_adb_arcprefchangefr,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:35:04
bz_adb_arcreportcellcode,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:35:06
bz_adb_arctreatmentcode,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:35:07
bz_adb_nmsaddress,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:35:09
bz_adb_nmsbroadlogmsg,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:35:10
bz_adb_nmsinsms,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:35:16
bz_adb_nmsrecipient,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:35:17
bz_adb_nmsservice,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:35:18
bz_adb_nmssubscription,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:35:19
bz_adb_nmstrackinglogrcp,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:35:20
bz_adb_nmsuseragent,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:35:22
bz_adb_nmswebapplogrcp,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:35:25
bz_adb_nmswebapplogrcpdata,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:35:26
bz_arcpg_response_typ,mktg_ops_vws,view,FILE_READ_ERROR,Could not read SQL file,2025-12-09 13:35:37
bz_arc_fr_smry_rco_smry,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""CREATE"" in context "".bz_arc_fr_smry_rco_smry AS 
----------------------------------------------------------------------------------------------------------------------------------------------------

-------------------------------------------------		bz_arc_fr_smry_rco_smry	--------------------------------------------------------------------

-----------------------------------------------------------------------------------------------------------------------------------",2025-12-09 13:35:45
bz_campgn_yr_end_dow_projctn,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:35:48
bz_dim_phone_campgn,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""CREATE"" in context "".bz_dim_phone_campgn AS 
-- mktg_ops_vws.bz_dim_phone_campgn source



CREATE"", at line 6, column 1
LINE 6: CREATE OR REPLACE VIEW mktg_ops_vws.bz_dim_phone_campgn  AS
        ^",2025-12-09 13:36:19
bz_dim_phone_campgn_src_cd_xref,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""CREATE"" in context "".bz_dim_phone_campgn_src_cd_xref AS 
-- drop view mktg_ops_vws.bz_dim_phone_campgn_src_cd_xref;



CREATE"", at line 6, column 1
LINE 6: CREATE OR REPLACE VIEW mktg_ops_vws.bz_dim_phone_campgn_src_...
        ^",2025-12-09 13:36:20
bz_dim_phone_script,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""CREATE"" in context "".bz_dim_phone_script AS 
-- mktg_ops_vws.bz_dim_phone_script source



CREATE"", at line 6, column 1
LINE 6: CREATE OR REPLACE VIEW mktg_ops_vws.bz_dim_phone_script AS
        ^",2025-12-09 13:36:21
bz_dim_unit,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""CREATE"" in context "".bz_dim_unit AS 
/*-----------------------------mktg_ops_vws.dim_unit View----------------------------------------------------------*/

/* Created By Micael Andrien - Original Create date - unknown

Modified 07/17/14 - Added 'TR' to the Unit Type constraint to include Regional Unit Type Records.  Requested by Alex Fulton

to support Crossroads Newletter.



Modified By: Michael Andrien

Modified Date: 12/17/2024

Purpose:	Added unit type 'R' to the vi",2025-12-09 13:36:25
bz_geo_zip_code_to_chapter,mktg_ops_vws,view,PERMISSION_ERROR,must be owner of relation bz_geo_zip_code_to_chapter,2025-12-09 13:36:30
bz_grp_mbrshp,mktg_ops_vws,view,PERMISSION_ERROR,must be owner of relation bz_grp_mbrshp,2025-12-09 13:36:32
bz_grp_ref,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""create"" in context "".bz_grp_ref AS 
-- mktg_ops_vws.bz_grp_ref source



create"", at line 6, column 1
LINE 6: create or REPLACE VIEW
        ^",2025-12-09 13:36:34
bz_pg_src_convrsn,mktg_ops_vws,view,PERMISSION_ERROR,must be owner of relation bz_pg_src_convrsn,2025-12-09 13:36:40
bz_prospect_pt_scr,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""create"" in context "".bz_prospect_pt_scr AS 
-- mktg_ops_vws.bz_prospect_pt_scr source



create"", at line 6, column 1
LINE 6: create or REPLACE VIEW
        ^",2025-12-09 13:36:41
cnst_cdi_bio_preferred_dmail,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:36:53
cnst_cdi_bio_preferred_email,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:36:54
cnst_cdi_smry_bio_prfr,mktg_ops_vws,view,PERMISSION_ERROR,must be owner of relation cnst_cdi_smry_bio_prfr,2025-12-09 13:36:58
cnst_cdi_src_profile_mb,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""create"" in context "".cnst_cdi_src_profile_mb AS 
-- mktg_ops_vws.cnst_cdi_src_profile_mb source



create"", at line 6, column 1
LINE 6: create or REPLACE VIEW mktg_ops_vws.cnst_cdi_src_profile_mb
        ^",2025-12-09 13:37:03
cnvo_cnst,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""CREATE"" in context "".cnvo_cnst AS 
-- mktg_ops_vws.cnvo_cnst source



CREATE"", at line 6, column 1
LINE 6: CREATE OR REPLACE VIEW mktg_ops_vws.cnvo_cnst
        ^",2025-12-09 13:37:07
dim_calendar,mktg_ops_vws,view,PERMISSION_ERROR,must be owner of relation dim_calendar,2025-12-09 13:37:14
dim_gl_acct,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""CREATE"" in context "".dim_gl_acct AS 
CREATE"", at line 2, column 1
LINE 2: CREATE OR REPLACE  VIEW  mktg_ops_vws.dim_gl_acct  AS
        ^",2025-12-09 13:37:16
dim_state,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""create"" in context "".dim_state AS 
create"", at line 2, column 1
LINE 2: create or REPLACE  VIEW mktg_ops_vws.dim_state  
        ^",2025-12-09 13:37:27
dim_unit,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""CREATE"" in context "".dim_unit AS 
-----------------------------------------------------------------------------------------------------------

-------------=======mktg_ops_vws.dim_unit source======================================--------------------

-----------------------------------------------------------------------------------------------------------

--drop view if exists VIEW mktg_ops_vws.dim_unit

CREATE"", at line 10, column 1
LINE 10: CREATE OR REPLACE VIEW mkt",2025-12-09 13:37:28
dim_unit_merged,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""CREATE"" in context "".dim_unit_merged AS 
-- mktg_ops_vws.dim_unit_merged source

CREATE"", at line 4, column 1
LINE 4: CREATE OR REPLACE VIEW mktg_ops_vws.dim_unit_merged AS
        ^",2025-12-09 13:37:29
fresh_address_email_append,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:37:45
gmpbz_dim_arcpg_response_typ,mktg_ops_vws,view,FILE_READ_ERROR,Could not read SQL file,2025-12-09 13:37:58
gmpbz_dim_dntn_chan,mktg_ops_vws,view,PERMISSION_ERROR,must be owner of relation gmpbz_dim_dntn_chan,2025-12-09 13:38:02
gmpbz_dim_giftran,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""create"" in context "".gmpbz_dim_giftran AS 
-- mktg_ops_vws.gmpbz_dim_giftran source



--------------------------------------------------------------------------------



 

create"", at line 12, column 1
LINE 12: create or replace view mktg_ops_vws.gmpbz_dim_giftran 
         ^",2025-12-09 13:38:06
gmpbz_dim_gift_stg,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""create"" in context "".gmpbz_dim_gift_stg AS 
-- mktg_ops_vws.gmpbz_dim_gift_stg source



--------------------------------------------------------------------------------



 

create"", at line 12, column 1
LINE 12: create or replace view mktg_ops_vws.gmpbz_dim_gift_stg 
         ^",2025-12-09 13:38:08
gmpbz_dim_gl_fcc,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""CREATE"" in context "".gmpbz_dim_gl_fcc AS 
-- mktg_ops_vws.gmpbz_dim_gl_fcc source



--------------------------------------------------------------------------------



 

CREATE"", at line 12, column 1
LINE 12: CREATE OR REPLACE VIEW mktg_ops_vws.gmpbz_dim_gl_fcc 
         ^",2025-12-09 13:38:09
gmpbz_gift_addr,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""create"" in context "".gmpbz_gift_addr AS 
-- mktg_ops_vws.gmpbz_gift_addr source



create"", at line 6, column 1
LINE 6: create or replace view mktg_ops_vws.gmpbz_gift_addr 
        ^",2025-12-09 13:38:24
gms_bzfc_cnst_cdi_fr_prfr_em_prfl,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:38:36
gms_cnst_cdi_smry_fr_prfr,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""create"" in context "".gms_cnst_cdi_smry_fr_prfr AS 
-- drop view mktg_ops_vws.gms_cnst_cdi_smry_fr_prfr;

create"", at line 4, column 1
LINE 4: create or replace view mktg_ops_vws.gms_cnst_cdi_smry_fr_prf...
        ^",2025-12-09 13:38:53
gms_pg_group_membrshp_src,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""create"" in context "".gms_pg_group_membrshp_src AS 
-- mktg_ops_vws.gms_pg_group_membrshp_src source

--drop view mktg_ops_vws.gms_pg_group_membrshp_src;

create"", at line 6, column 1
LINE 6: create or REPLACE VIEW /* View gms_pg_group_membrshp_src */
        ^",2025-12-09 13:38:56
mktg_sky_dates,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:39:00
pacific_east_email_append,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:39:03
pbi_sales_pricing_budget,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:39:09
prodct_distrbtn_bdgt,mktg_ops_vws,view,PERMISSION_ERROR,must be owner of relation prodct_distrbtn_bdgt,2025-12-09 13:39:13
srvy_new_vlntr_los,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""CREATE"" in context "".srvy_new_vlntr_los AS 
-- drop view mktg_ops_vws.srvy_new_vlntr_los



CREATE"", at line 6, column 1
LINE 6: CREATE OR REPLACE VIEW mktg_ops_vws.srvy_new_vlntr_los
        ^",2025-12-09 13:40:01
srvy_vlntr_los,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""create"" in context "".srvy_vlntr_los AS 
-- mktg_ops_vws.srvy_vlntr_los source



create"", at line 6, column 1
LINE 6: create or REPLACE VIEW mktg_ops_vws.srvy_vlntr_los
        ^",2025-12-09 13:40:14
suprsn_ts_cnst_test,mktg_ops_vws,view,SYNTAX_ERROR,"syntax error at or near ""create"" in context "".suprsn_ts_cnst_test AS 
-- mktg_ops_vws.suprsn_ts_cnst_test source



create"", at line 6, column 1
LINE 6: create or replace view mktg_ops_vws.suprsn_ts_cnst_test
        ^",2025-12-09 13:40:16
suspect_domains,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:40:17
total_allusers_storedprocslist,mktg_ops_vws,view,OTHER_ERROR,All the relation names inside should be qualified when creating VIEW WITH NO SCHEMA BINDING.,2025-12-09 13:40:18
total_allusers_tblvwslist,mktg_ops_vws,view,OTHER_ERROR,All the relation names inside should be qualified when creating VIEW WITH NO SCHEMA BINDING.,2025-12-09 13:40:19
total_svcacct_tblvwslist,mktg_ops_vws,view,OTHER_ERROR,All the relation names inside should be qualified when creating VIEW WITH NO SCHEMA BINDING.,2025-12-09 13:40:20
vaidity_email_valdtn,mktg_ops_vws,view,OTHER_ERROR,Cannot replace a normal view with a late binding view,2025-12-09 13:40:21
